experiment,profile,dataset_pair,stats_unit,biological_unit_count,biological_inference_allowed,analysis_fingerprint,data_fingerprint,computational_seed,configured_seed_universe,unit_subset_sha256,n_units,fold,purge,fold_provenance,latent_dim,model,family,basis_control,status,error_type,error_message,marginal_log_likelihood,nll_per_scalar,likelihood_coordinate,standardized_marginal_log_likelihood,standardized_nll_per_scalar,one_step_r2,rollout_nrmse,prediction_metric_coordinate,parameter_count,effective_rank,subspace_angle_degrees,n_observations,n_sequences,top_k,top_k_singular_energy,selected_unit_count,train_preprocessing_timepoints,elapsed_seconds
visual_context_shared_lds,smoke,visual_responding__visual_spontaneous,recording_pair,1,False,b13b6fd87fb94e41693843ea0cb92710c2070ff49ea1d6ac9ea840d4e408148f,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,0,[0],d01a6c8fb44f9a261de0510947de5e432177846d80091cfd972e9865403a6500,32,0,2,"{""visual_responding"":{""test_start"":0,""test_stop_exclusive"":2583,""test_timepoints"":2583,""train_segments"":[[2585,5166]],""train_timepoints"":2581},""visual_spontaneous"":{""test_start"":0,""test_stop_exclusive"":2348,""test_timepoints"":2348,""train_segments"":[[2350,4696]],""train_timepoints"":2346}}",2,common,common,aligned,complete,,,35927.71284023786,-0.227690331830751,original_selected_units,-228486.83595919466,1.4480254763181573,-0.0024426804268204982,1.0209335321060067,train_standardized_selected_units,165,1.96958500132706,0.0,4931,2,2,1.0,32,4927,0.8357858720119111
visual_context_shared_lds,smoke,visual_responding__visual_spontaneous,recording_pair,1,False,b13b6fd87fb94e41693843ea0cb92710c2070ff49ea1d6ac9ea840d4e408148f,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,0,[0],d01a6c8fb44f9a261de0510947de5e432177846d80091cfd972e9865403a6500,32,0,2,"{""visual_responding"":{""test_start"":0,""test_stop_exclusive"":2583,""test_timepoints"":2583,""train_segments"":[[2585,5166]],""train_timepoints"":2581},""visual_spontaneous"":{""test_start"":0,""test_stop_exclusive"":2348,""test_timepoints"":2348,""train_segments"":[[2350,4696]],""train_timepoints"":2346}}",2,shared,shared,aligned,complete,,,35878.60033535646,-0.22737908344755411,original_selected_units,-228535.94846407606,1.448336724701354,-0.0036662075049902487,1.021714490936014,train_standardized_selected_units,173,1.4744398348237757,0.0,4931,2,2,1.0,32,4927,0.8257110959966667
visual_context_shared_lds,smoke,visual_responding__visual_spontaneous,recording_pair,1,False,b13b6fd87fb94e41693843ea0cb92710c2070ff49ea1d6ac9ea840d4e408148f,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,0,[0],d01a6c8fb44f9a261de0510947de5e432177846d80091cfd972e9865403a6500,32,0,2,"{""visual_responding"":{""test_start"":0,""test_stop_exclusive"":2583,""test_timepoints"":2583,""train_segments"":[[2585,5166]],""train_timepoints"":2581},""visual_spontaneous"":{""test_start"":0,""test_stop_exclusive"":2348,""test_timepoints"":2348,""train_segments"":[[2350,4696]],""train_timepoints"":2346}}",2,separate,separate,aligned,complete,,,28024.501793523115,-0.17760407240876036,original_selected_units,-236390.0470059094,1.4981117357401479,-0.007306247188874071,1.0230663744640318,train_standardized_selected_units,298,1.3812059005460324,89.93031546901813,4931,2,2,1.0,32,4927,0.8238983700284734
visual_context_shared_lds,smoke,visual_responding__visual_spontaneous,recording_pair,1,False,b13b6fd87fb94e41693843ea0cb92710c2070ff49ea1d6ac9ea840d4e408148f,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,0,[0],d01a6c8fb44f9a261de0510947de5e432177846d80091cfd972e9865403a6500,32,0,2,"{""visual_responding"":{""test_start"":0,""test_stop_exclusive"":2583,""test_timepoints"":2583,""train_segments"":[[2585,5166]],""train_timepoints"":2581},""visual_spontaneous"":{""test_start"":0,""test_stop_exclusive"":2348,""test_timepoints"":2348,""train_segments"":[[2350,4696]],""train_timepoints"":2346}}",2,random,shared,random,complete,,,35896.378292031004,-0.22749175048184322,original_selected_units,-228518.17050740152,1.448224057667065,-0.003837605269112254,1.0213593073477811,train_standardized_selected_units,112,1.9146777415458056,0.0,4931,2,2,1.0,32,4927,0.8136148690246046
visual_context_shared_lds,smoke,visual_responding__visual_spontaneous,recording_pair,1,False,b13b6fd87fb94e41693843ea0cb92710c2070ff49ea1d6ac9ea840d4e408148f,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,0,[0],d01a6c8fb44f9a261de0510947de5e432177846d80091cfd972e9865403a6500,32,0,2,"{""visual_responding"":{""test_start"":0,""test_stop_exclusive"":2583,""test_timepoints"":2583,""train_segments"":[[2585,5166]],""train_timepoints"":2581},""visual_spontaneous"":{""test_start"":0,""test_stop_exclusive"":2348,""test_timepoints"":2348,""train_segments"":[[2350,4696]],""train_timepoints"":2346}}",2,orthogonal,shared,orthogonal,complete,,,36051.739507420105,-0.2284763454891256,original_selected_units,-228362.80929201242,1.4472394626597826,-0.004323418989127692,1.0217583092469147,train_standardized_selected_units,173,1.859498262111153,0.0,4931,2,2,1.0,32,4927,0.8231066139996983
visual_context_shared_lds,smoke,visual_responding__visual_spontaneous,recording_pair,1,False,b13b6fd87fb94e41693843ea0cb92710c2070ff49ea1d6ac9ea840d4e408148f,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,0,[0],d01a6c8fb44f9a261de0510947de5e432177846d80091cfd972e9865403a6500,32,0,2,"{""visual_responding"":{""test_start"":0,""test_stop_exclusive"":2583,""test_timepoints"":2583,""train_segments"":[[2585,5166]],""train_timepoints"":2581},""visual_spontaneous"":{""test_start"":0,""test_stop_exclusive"":2348,""test_timepoints"":2348,""train_segments"":[[2350,4696]],""train_timepoints"":2346}}",2,shuffled,shared,shuffled,complete,,,36195.99911561477,-0.22939058453923375,original_selected_units,-228218.54968381775,1.4463252236096744,-0.0029698012327104006,1.0210326165442432,train_standardized_selected_units,173,1.9282802889403752,0.0,4931,2,2,1.0,32,4927,0.8119392799562775
visual_context_shared_lds,smoke,visual_responding__visual_spontaneous,recording_pair,1,False,b13b6fd87fb94e41693843ea0cb92710c2070ff49ea1d6ac9ea840d4e408148f,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,0,[0],d01a6c8fb44f9a261de0510947de5e432177846d80091cfd972e9865403a6500,32,0,2,"{""visual_responding"":{""test_start"":0,""test_stop_exclusive"":2583,""test_timepoints"":2583,""train_segments"":[[2585,5166]],""train_timepoints"":2581},""visual_spontaneous"":{""test_start"":0,""test_stop_exclusive"":2348,""test_timepoints"":2348,""train_segments"":[[2350,4696]],""train_timepoints"":2346}}",4,common,common,aligned,complete,,,34704.770171694836,-0.2199399853712155,original_selected_units,-229709.7786277377,1.4557758227776927,-0.0019863243181450496,1.0209286677613412,train_standardized_selected_units,238,3.4589570457469314,0.0,4931,2,4,1.0,32,4927,0.8580777299939655
visual_context_shared_lds,smoke,visual_responding__visual_spontaneous,recording_pair,1,False,b13b6fd87fb94e41693843ea0cb92710c2070ff49ea1d6ac9ea840d4e408148f,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,0,[0],d01a6c8fb44f9a261de0510947de5e432177846d80091cfd972e9865403a6500,32,0,2,"{""visual_responding"":{""test_start"":0,""test_stop_exclusive"":2583,""test_timepoints"":2583,""train_segments"":[[2585,5166]],""train_timepoints"":2581},""visual_spontaneous"":{""test_start"":0,""test_stop_exclusive"":2348,""test_timepoints"":2348,""train_segments"":[[2350,4696]],""train_timepoints"":2346}}",4,shared,shared,aligned,complete,,,34607.59264073134,-0.21932412695657155,original_selected_units,-229806.95615870118,1.4563916811923368,-0.004703292042187446,1.0225345957484735,train_standardized_selected_units,262,2.899791755808793,0.0,4931,2,4,1.0,32,4927,0.8552004779921845
visual_context_shared_lds,smoke,visual_responding__visual_spontaneous,recording_pair,1,False,b13b6fd87fb94e41693843ea0cb92710c2070ff49ea1d6ac9ea840d4e408148f,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,0,[0],d01a6c8fb44f9a261de0510947de5e432177846d80091cfd972e9865403a6500,32,0,2,"{""visual_responding"":{""test_start"":0,""test_stop_exclusive"":2583,""test_timepoints"":2583,""train_segments"":[[2585,5166]],""train_timepoints"":2581},""visual_spontaneous"":{""test_start"":0,""test_stop_exclusive"":2348,""test_timepoints"":2348,""train_segments"":[[2350,4696]],""train_timepoints"":2346}}",4,separate,separate,aligned,complete,,,26926.020916213514,-0.17064249718752228,original_selected_units,-237488.527883219,1.5050733109613859,-0.0069621192638191776,1.0230658166067843,train_standardized_selected_units,444,2.8466927405385127,89.81976137716676,4931,2,4,1.0,32,4927,0.857869473984465
visual_context_shared_lds,smoke,visual_responding__visual_spontaneous,recording_pair,1,False,b13b6fd87fb94e41693843ea0cb92710c2070ff49ea1d6ac9ea840d4e408148f,86cdca0dfb8317686a405ef5dfe5eb2f459b448d83c0b8de0f76f04d1240fbe4,0,[0],d01a6c8fb44f9a261de0510947de5e432177846d80091cfd972e9865403a6500,32,0,2,"{""visual_responding"":{""test_start"":0,""test_stop_exclusive"":2583,""test_timepoints"":2583,""train_segments"":[[2585,5166]],""train_timepoints"":2581},""visual_spontaneous"":{""test_start"":0,""test_stop_exclusive"":2348,""test_timepoints"":2348,""train_segments"":[[2350,4696]],""train_timepoints"":2346}}",4,random,shared,random,complete,,,34321.28958364343,-0.2175096936704233,original_selected_units,-230093.2592157891,1.4582061144784848,-0.002922477872298046,1.0209963593424285,train_standardized_selected_units,144,2.9123043590202187,0.0,4931,2,4,1.0,32,4927,0.8456700639799237
